X,Y,Z,S,R,G,B
-337.5,138.42,-171.83,0.52226,0.66667,0.74902,1
-240.48,98.482,306.2,0.211,1,0.84314,0.68235
-15.561,6.3603,-80.225,3.9418,1,0.95686,0.9098
-34.71,14.164,77.877,4.1367,1,0.95686,0.9098
-250.19,101.88,-273.77,0.90487,0.98431,0.97255,1
-168.24,68.346,-9.0927,1.7918,1,0.84314,0.68235
-95.865,38.759,-103.66,0.2121,0.66667,0.74902,1
-33.342,13.467,162.17,1.818,1,0.95686,0.9098
-225.53,90.648,-106.2,0.51171,0.66667,0.74902,1
-18.313,7.3485,-62.31,4.3235,1,0.95686,0.9098
-47.355,18.854,30.33,4.3843,1,0.95686,0.9098
-156.13,62.011,413.61,0.67124,1,0.84314,0.68235
-105.16,41.536,48.813,1.8178,0.75294,0.81961,1
-49.858,19.617,-117.02,3.3321,0.98431,0.97255,1
-192.38,75.393,81.784,0.69606,1,0.84314,0.68235
-56.474,22.014,-36.92,3.1146,0.98431,0.97255,1
-86.688,33.736,-191.86,0.74586,0.75294,0.81961,1
-18.142,7.0464,76.425,0.3756,1,0.84314,0.68235
-111.34,43.062,-11.204,1.9158,0.75294,0.81961,1
-50.754,19.501,109.49,2.6438,0.98431,0.97255,1
-176.1,67.399,46.36,1.329,0.75294,0.81961,1
-34.842,13.312,27.426,2.9623,0.98431,0.97255,1
-75.418,28.793,-116.88,2.8579,1,0.95686,0.9098
-57.647,21.954,-46.254,3.9547,1,0.95686,0.9098
-92.157,35.021,-11.917,3.4451,0.98431,0.97255,1
-33.909,12.847,-5.6393,4.2268,1,0.95686,0.9098
-88.287,33.298,142.19,0.38949,1,0.84314,0.68235
-79.585,29.965,-89.079,2.7478,1,0.84314,0.68235
-109.45,40.966,-37.376,2.3758,0.75294,0.81961,1
-129.54,48.335,296.11,0.45861,1,0.84314,0.68235
-9.4786,3.5291,41.093,7.5973,1,0.84314,0.68235
-165.89,61.654,-44.476,2.2939,1,0.84314,0.68235
-349.77,129.49,-256.2,0.32196,1,0.84314,0.68235
-29.501,10.869,45.766,4.9176,1,0.95686,0.9098
-105.6,38.748,-267.14,0.1391,1,0.95686,0.9098
-371.44,135.97,113.56,0.028031,1,0.95686,0.9098
-52.615,19.108,-16.445,3.8901,1,0.95686,0.9098
-273.25,98.991,23.078,1.6265,1,0.84314,0.68235
-149.51,53.968,-196.22,1.9585,1,0.84314,0.68235
-198.68,71.491,-57.401,1.5696,1,0.84314,0.68235
-41.411,14.86,-99.264,2.9413,0.98431,0.97255,1
-78.787,28.22,-93.061,3.4427,0.98431,0.97255,1
-32.371,11.558,-1.0449,3.568,1,0.84314,0.68235
-99.852,35.42,-51.781,2.002,0.75294,0.81961,1
-371.11,131.43,131.07,0.54009,1,0.84314,0.68235
-241.72,85.29,56.442,1.1946,1,0.84314,0.68235
-106.25,37.393,-74.993,2.0432,0.98431,0.97255,1
-30.483,10.673,-1.2313,4.7626,1,0.95686,0.9098
-46.144,16.081,218.83,1.0067,0.66667,0.74902,1
-122.8,42.703,-80.483,0.62789,1,0.84314,0.68235
-55.24,19.178,25.048,1.0623,0.75294,0.81961,1
-23.314,8.0785,25.733,2.4197,0.98431,0.97255,1
-225.65,77.894,-267.36,0.97802,0.98431,0.97255,1
-23.387,8.0512,25.799,4.5142,0.98431,0.97255,1
-81.481,27.888,55.119,2.6617,0.75294,0.81961,1
-11.819,4.0367,39.714,7.9029,1,0.84314,0.68235
-48.557,16.474,2.9626,3.5368,0.98431,0.97255,1
-27.541,9.3249,62.067,3.8803,0.98431,0.97255,1
-139.93,47.267,150.65,0.34889,0.66667,0.74902,1
-158.88,53.376,15.795,1.6689,0.75294,0.81961,1
-120.53,40.421,-316.74,0.79434,0.75294,0.81961,1
-45.36,15.185,-14.384,4.4773,1,0.95686,0.9098
-40.315,13.459,20.511,4.6807,1,0.95686,0.9098
-77.948,25.917,-163.32,0.65994,1,0.95686,0.9098
-143.92,47.773,-51.841,1.4159,1,0.84314,0.68235
-184.62,61.048,-18.318,1.5963,0.75294,0.81961,1
-219.77,72.468,53.554,1.5114,1,0.84314,0.68235
-29.537,9.6935,12.244,7.5005,1,0.84314,0.68235
-42.129,13.795,-11.036,4.6212,1,0.95686,0.9098
-367.05,119.61,-365.93,0.26079,1,0.84314,0.68235
-319.3,103.64,-405.35,0.35377,1,0.84314,0.68235
-105.82,34.264,-68.666,0.28831,0.75294,0.81961,1
-73.523,23.641,-157.18,1.9732,0.75294,0.81961,1
-91.125,29.043,-6.728,1.7014,0.75294,0.81961,1
-22.578,7.1511,-71.42,3.1576,0.98431,0.97255,1
-215.22,67.817,-291.97,1.0648,1,0.84314,0.68235
-5.3427,1.6621,0.6682,12.886,1,0.73333,0.48235
-91.782,28.483,27.654,3.14,0.98431,0.97255,1
-56.448,17.478,89.558,0.50708,1,0.84314,0.68235
-169.28,52.098,212.99,1.4375,0.75294,0.81961,1
-61.93,19.011,-366.06,0.50876,1,0.95686,0.9098
-26.931,8.2281,-71.647,4.238,1,0.95686,0.9098
-120.67,36.789,16.52,2.6871,1,0.95686,0.9098
-25.267,7.6721,-11.039,9.6866,0.39216,0.39216,0.39216
-168.12,50.963,180.51,0.46395,0.75294,0.81961,1
-35.227,10.659,0.31087,7.8304,1,0.73333,0.48235
-272.54,82.341,10.501,0.096536,1,0.73333,0.48235
-348.33,105.01,-129.27,0.076499,1,0.84314,0.68235
-139.68,41.791,33.977,1.8439,1,0.84314,0.68235
-14.702,4.3904,-25.388,1.4188,1,0.84314,0.68235
-80.919,24.047,-53.421,2.8722,0.98431,0.97255,1
-237.84,70.476,-125.01,0.28151,0.66667,0.74902,1
-31.501,9.3036,-24.989,5.3418,1,0.95686,0.9098
-160.45,47.225,-182.47,1.7019,1,0.84314,0.68235
-39.748,11.677,45.199,4.8523,1,0.95686,0.9098
-313.58,91.773,-349.54,0.090731,1,0.84314,0.68235
-131.96,38.242,-83.49,2.839,0.98431,0.97255,1
-55.942,16.145,-28.842,4.4362,1,0.95686,0.9098
-113.18,32.287,70.828,2.5807,0.98431,0.97255,1
-74.868,21.284,-53.623,3.5324,1,0.95686,0.9098
-70.748,20.039,-62.964,3.4805,0.98431,0.97255,1
-319.1,90.17,-110.9,0.91183,1,0.84314,0.68235
-92.413,25.986,45.32,3.7103,0.98431,0.97255,1
-86.932,24.397,34.914,3.5105,0.98431,0.97255,1
-283.81,79.36,-57.759,0.73222,0.98431,0.97255,1
-51.352,14.322,58.708,3.5136,0.98431,0.97255,1
-28.099,7.7546,-223.84,0.74202,0.66667,0.74902,1
-31.267,8.5695,-29.884,8.1782,0.39216,0.39216,0.39216
-171.88,46.942,117.12,1.2059,1,0.95686,0.9098
-13.219,3.5895,-92.272,1.851,0.98431,0.97255,1
-183.75,49.751,-96.031,0.91586,1,0.84314,0.68235
-392.86,106.14,-211.69,0.052282,1,0.84314,0.68235
-31.602,8.4963,15.461,5.6969,1,0.95686,0.9098
-61.907,16.591,-61.477,1.0677,0.66667,0.74902,1
-44.74,11.956,-42.03,0.38924,0.75294,0.81961,1
-284.05,75.72,-61.333,0.60222,1,0.84314,0.68235
-319,84.8,-142.96,0.70022,0.75294,0.81961,1
-87.461,23.176,-203.51,0.67123,1,0.84314,0.68235
-72.737,19.208,-96.55,1.3811,0.75294,0.81961,1
-56.115,14.795,-129.43,3.0909,0.98431,0.97255,1
-57.013,14.986,12.58,4.0092,1,0.84314,0.68235
-111.23,29.105,121.43,0.89351,1,0.84314,0.68235
-184.01,47.895,-59.408,1.6835,0.75294,0.81961,1
-93.262,24.196,55.339,1.7212,1,0.84314,0.68235
-17.88,4.6221,-62.298,3.1862,0.98431,0.97255,1
-34.473,8.8625,13.082,1.5256,0.75294,0.81961,1
-10.477,2.6784,4.3619,9.2364,1,0.84314,0.68235
-284.22,72.354,-160.74,1.3384,1,0.84314,0.68235
-60.385,15.152,60.817,2.6316,0.75294,0.81961,1
-1.4032,0.35109,-108.92,2.3542,0.98431,0.97255,1
-89.482,22.328,-267.85,0.61887,0.66667,0.74902,1
-91.966,22.837,-289.78,0.45937,1,0.95686,0.9098
-50.745,12.577,5.3063,4.6472,1,0.95686,0.9098
-91.761,22.684,147.43,2.2132,1,0.95686,0.9098
-91.986,22.628,-98.435,2.2326,0.75294,0.81961,1
-77.117,18.908,-16.529,3.3448,0.98431,0.97255,1
-230.95,56.209,-27.107,1.1159,1,0.84314,0.68235
-22.867,5.5363,23.535,8.4892,0.39216,0.39216,0.39216
-56.315,13.564,12.912,3.693,0.98431,0.97255,1
-103.63,24.826,88.772,2.5697,0.98431,0.97255,1
-13.401,3.2035,-185.36,0.91391,0.66667,0.74902,1
-99.067,23.571,-0.19728,2.8706,0.98431,0.97255,1
-77.061,18.295,-20.844,3.7536,0.98431,0.97255,1
-88.859,21.049,-21.087,1.6508,0.75294,0.81961,1
-104.22,24.609,-46.687,2.3924,0.75294,0.81961,1
-44.413,10.442,7.7328,5.6233,1,0.84314,0.68235
-47.639,11.084,12.067,3.8088,0.98431,0.97255,1
-100.37,23.149,-94.029,2.0676,1,0.84314,0.68235
-17.388,3.9955,14.154,6.5628,1,0.84314,0.68235
-124.4,28.531,-148.85,1.8279,1,0.84314,0.68235
-297.63,68.105,17.191,0.18274,1,0.84314,0.68235
-86.642,19.629,47.211,3.4169,0.98431,0.97255,1
-211.97,47.878,-81.306,0.91239,0.66667,0.74902,1
-91.313,20.529,68.774,0.38502,1,0.73333,0.48235
-372.41,82.974,-76.368,0.65967,1,0.84314,0.68235
-62.099,13.749,18.133,3.4078,0.98431,0.97255,1
-202.19,44.589,-52.799,2.1612,0.75294,0.81961,1
-82.097,18.025,-13.354,3.3102,0.98431,0.97255,1
-173.26,37.959,-104.29,2.2432,0.98431,0.97255,1
-233.37,50.816,93.29,0.26532,1,0.95686,0.9098
-291.25,62.929,-357.14,0.62219,1,0.95686,0.9098
-154,33.146,-206.52,1.2273,1,0.95686,0.9098
-174.43,37.424,7.9043,2.3509,0.75294,0.81961,1
-32.018,6.8322,30.351,3.9412,0.98431,0.97255,1
-57.558,12.221,-22.986,4.2974,1,0.95686,0.9098
-106.1,22.47,134.42,2.3834,1,0.84314,0.68235
-45.476,9.6099,-0.96291,4.8132,1,0.95686,0.9098
-171.79,36.145,-30.89,2.4848,0.98431,0.97255,1
-117.22,24.514,0.72757,3.0584,0.98431,0.97255,1
-76.623,15.957,-17.76,2.6976,0.98431,0.97255,1
-117.68,24.251,68.124,2.9087,0.98431,0.97255,1
-80.216,16.445,-109.58,0.069587,1,0.84314,0.68235
-124.19,25.245,-192.43,1.5174,1,0.84314,0.68235
-69.174,13.899,93.452,2.1173,1,0.95686,0.9098
-20.444,4.0845,-8.894,7.2432,1,0.84314,0.68235
-121.99,24.116,-200.41,1.0768,1,0.95686,0.9098
-414.45,81.764,-239.16,0.33934,0.66667,0.74902,1
-37.748,7.4206,-35.392,3.8386,0.98431,0.97255,1
-90.133,17.678,157.68,2.3239,0.98431,0.97255,1
-104.49,20.42,-60.378,3.1711,0.98431,0.97255,1
-138.01,26.881,-179.88,1.9174,1,0.84314,0.68235
-95.045,18.464,206.76,0.22737,1,0.84314,0.68235
-92.823,17.974,108.19,3.183,1,0.95686,0.9098
-48.941,9.4082,-88.331,3.5194,1,0.95686,0.9098
-82.955,15.882,-320.17,0.93003,0.66667,0.74902,1
-154.75,29.348,-77.268,2.6494,0.75294,0.81961,1
-142.08,26.868,-138.75,1.6005,0.75294,0.81961,1
-195.6,36.675,128.65,2.0366,1,0.95686,0.9098
-95.164,17.76,-71.723,1.2654,1,0.95686,0.9098
-417.89,77.605,367.37,0.2321,0.75294,0.81961,1
-300.47,55.502,-96.788,1.0208,1,0.84314,0.68235
-331.65,60.846,-34.823,0.56911,1,0.84314,0.68235
-146.39,26.718,8.1602,3.0336,0.98431,0.97255,1
-144.44,25.991,216.77,1.4603,1,0.95686,0.9098
-45.934,8.2336,-154.12,2.3955,1,0.84314,0.68235
-42.939,7.6771,163.78,1.9043,1,0.84314,0.68235
-41.182,7.3338,-157.68,0.1973,0.66667,0.74902,1
-148.78,26.413,-18.282,1.9978,0.98431,0.97255,1
-219.72,38.679,-202.37,1.4757,0.98431,0.97255,1
-31.49,5.5253,-11.37,4.8869,1,0.95686,0.9098
-19.425,3.3914,70.724,4.5609,1,0.95686,0.9098
-100.14,17.422,-18.462,1.4694,1,0.84314,0.68235
-68.127,11.768,-122.26,2.9724,0.98431,0.97255,1
-103.24,17.673,-74.78,1.8521,0.98431,0.97255,1
-49.97,8.4539,-31.083,3.8791,0.98431,0.97255,1
-8.3437,1.4039,205.16,0.93764,0.66667,0.74902,1
-157.3,26.356,0.14573,2.8263,0.98431,0.97255,1
-73.452,12.206,-120.97,0.87786,1,0.95686,0.9098
-131.49,21.716,-255.52,1.3616,0.66667,0.74902,1
-80.725,13.257,69.072,1.4317,0.98431,0.97255,1
-143.58,23.478,90.304,1.2421,0.98431,0.97255,1
-118.47,19.27,8.6835,2.658,0.98431,0.97255,1
-170.55,27.583,19.946,0.69834,1,0.95686,0.9098
-145.6,23.445,50.88,2.7343,1,0.95686,0.9098
-274.05,43.797,152.06,0.81844,1,0.95686,0.9098
-41.588,6.6122,2.6635,5.6737,1,0.84314,0.68235
-360.84,56.957,-68.88,0.50876,1,0.84314,0.68235
-117.3,18.3,61.082,3.2424,1,0.95686,0.9098
-92.944,14.411,160.72,1.4599,1,0.95686,0.9098
-281.82,43.422,-206.57,0.26659,1,0.84314,0.68235
-116.81,17.801,125.56,2.5071,1,0.95686,0.9098
-31.273,4.7393,29.118,4.693,0.98431,0.97255,1
-238.7,35.986,-62.596,0.17572,1,0.84314,0.68235
-57.433,8.6041,74.686,2.4404,0.98431,0.97255,1
-157.95,23.405,-27.813,1.6314,1,0.84314,0.68235
-74.399,10.801,40.661,2.9909,0.75294,0.81961,1
-64.844,9.3558,-14.353,1.7974,0.98431,0.97255,1
-35.048,5.0376,-174.38,1.4187,1,0.84314,0.68235
-61.899,8.8212,94.735,2.8749,0.98431,0.97255,1
-100.9,14.327,210.85,1.3821,1,0.95686,0.9098
-200.61,28.381,-66.433,1.6159,1,0.84314,0.68235
-64.061,8.9933,175.74,2.4777,0.98431,0.97255,1
-331.87,46.398,-42.917,0.80646,1,0.84314,0.68235
-45.862,6.3252,-42.687,3.8043,0.75294,0.81961,1
-67.616,9.2052,12.079,2.7663,0.98431,0.97255,1
-84.987,11.505,206.62,0.35154,1,0.84314,0.68235
-179.43,24.096,87.806,2.4718,0.98431,0.97255,1
-112.31,14.971,-20.106,1.9551,0.75294,0.81961,1
-35.077,4.6481,-44.745,3.6089,0.98431,0.97255,1
-84.102,11.08,4.7504,3.5239,0.98431,0.97255,1
-113.73,14.864,159.98,0.049319,1,0.84314,0.68235
-62.095,7.997,-14.512,3.02,0.98431,0.97255,1
-238.01,30.414,-185.08,0.59257,1,0.95686,0.9098
-82.372,10.491,16.93,3.9794,1,0.84314,0.68235
-100.16,12.655,73.974,2.5227,0.98431,0.97255,1
-138.02,17.314,-160.4,2.0251,1,0.84314,0.68235
-306.72,38.23,-186.53,1.0824,1,0.84314,0.68235
-14.828,1.8384,6.2399,9.2635,0.39216,0.39216,0.39216
-57.304,7.0503,-6.5479,2.9189,1,0.84314,0.68235
-93.3,11.293,20.327,3.4852,0.98431,0.97255,1
-129.92,15.603,3.0616,2.9355,0.98431,0.97255,1
-17.857,2.1266,-157.45,2.0501,1,0.95686,0.9098
-27.058,3.2085,35.54,5.5744,1,0.84314,0.68235
-100.3,11.84,82.725,2.3611,1,0.84314,0.68235
-33.405,3.9122,-1.9994,8.6523,1,0.84314,0.68235
-102.15,11.869,76.834,2.5477,0.98431,0.97255,1
-27.708,3.1632,-31.878,5.0355,1,0.95686,0.9098
-110.83,12.547,21.729,1.2624,0.75294,0.81961,1
-205.61,23.102,-151.45,0.37532,1,0.84314,0.68235
-80.963,9.0211,-44.011,4.0071,1,0.95686,0.9098
-125.36,13.879,-203.96,2.0407,0.98431,0.97255,1
-201.52,22.044,119.45,0.53194,1,0.84314,0.68235
-220.19,23.911,157.44,1.4392,0.98431,0.97255,1
-199.95,21.446,140.12,1.5633,1,0.73333,0.48235
-156.27,16.674,215.44,1.6602,0.75294,0.81961,1
-319.6,33.676,38.14,0.59979,1,0.84314,0.68235
-291.47,30.475,-298.64,0.49199,1,0.84314,0.68235
-396.26,41.053,4.1518,0.69837,1,0.84314,0.68235
-131.49,13.491,-237.43,0.58924,0.66667,0.74902,1
-108.28,11.06,-156.32,2.4908,0.75294,0.81961,1
-177.3,17.907,-68.291,1.4067,1,0.84314,0.68235
-33.881,3.4097,-62.155,0.88764,1,0.84314,0.68235
-35.02,3.4885,-95.008,1.5916,0.98431,0.97255,1
-127.96,12.65,-175.29,1.2038,1,0.84314,0.68235
-74.519,7.3173,-82.426,0.22638,1,0.84314,0.68235
-25.499,2.4895,-29.084,7.8681,1,0.84314,0.68235
-271.26,25.918,124.04,1.4887,0.98431,0.97255,1
-257.49,23.963,206.81,1.32,1,0.84314,0.68235
-206.05,19.093,-27.611,1.7217,0.98431,0.97255,1
-226.82,20.832,-61.17,1.6568,0.98431,0.97255,1
-206.22,18.759,-264.06,0.81108,1,0.84314,0.68235
-89.215,8.0293,-101.18,3.3262,1,0.84314,0.68235
-163.3,14.47,-161.91,1.8274,0.75294,0.81961,1
-101.82,8.9599,-105.13,1.4189,1,0.95686,0.9098
-94.836,8.2656,-158.44,0.90599,1,0.95686,0.9098
-80.738,6.9803,31.736,4.2916,1,0.95686,0.9098
-146.37,12.492,13.214,1.6761,0.98431,0.97255,1
-236.65,20.033,91.339,1.282,1,0.95686,0.9098
-108.45,9.0092,-152.83,1.0536,0.75294,0.81961,1
-247.33,20.355,-74.372,0.51294,1,0.84314,0.68235
-43.6,3.5398,72.583,4.2394,1,0.95686,0.9098
-79.935,6.4185,6.4388,3.4624,0.98431,0.97255,1
-8.0738,0.64423,7.4876,11.647,1,0.73333,0.48235
-237.88,18.849,-29.056,1.6955,1,0.84314,0.68235
-37.683,2.9221,227.83,1.9624,0.75294,0.81961,1
-207.41,15.894,-191.12,1.625,1,0.84314,0.68235
-130.06,9.7934,83.817,2.6478,0.98431,0.97255,1
-211.07,15.594,-275.26,0.31696,1,0.84314,0.68235
-148.64,10.829,0.48189,1.9636,0.75294,0.81961,1
-323.44,23.332,-217.79,0.4012,1,0.84314,0.68235
-139.62,10.017,26.435,2.8217,0.75294,0.81961,1
-215.41,15.267,96.194,0.5317,1,0.95686,0.9098
-55.256,3.8928,-108.15,0.677,0.75294,0.81961,1
-44.44,2.9536,-72.014,4.0612,0.98431,0.97255,1
-149.16,9.7856,8.021,2.7139,0.75294,0.81961,1
-26.388,1.6747,26.151,8.318,0.39216,0.39216,0.39216
-55.622,3.5068,-57.839,4.2258,0.98431,0.97255,1
-8.4509,0.51928,26.207,6.6001,1,0.84314,0.68235
-197.4,11.791,-10.372,1.1665,1,0.84314,0.68235
-197.28,11.705,252.34,0.10077,1,0.95686,0.9098
-7.0136,0.41246,-6.0008,5.0617,1,0.95686,0.9098
-76.254,4.4261,-101.95,3.1443,1,0.95686,0.9098
-240.37,13.547,-159.91,0.73538,0.75294,0.81961,1
-19.69,1.0829,252.4,1.013,1,0.84314,0.68235
-92.89,5.0513,87.265,3.0316,0.98431,0.97255,1
-45.347,2.422,-48.023,4.5892,1,0.95686,0.9098
-128.37,6.7616,66.466,1.6774,1,0.95686,0.9098
-338.35,16.895,290.74,0.65124,0.98431,0.97255,1
-130.76,6.4562,-33.48,1.1962,1,0.84314,0.68235
-462.82,21.317,152.65,0.0087693,1,0.73333,0.48235
-315.88,14.15,37.961,0.96465,0.75294,0.81961,1
-172.33,7.4239,-33.67,2.6456,1,0.84314,0.68235
-97.909,4.1414,-12.686,2.7359,0.98431,0.97255,1
-138.24,5.6764,-106.86,1.467,1,0.95686,0.9098
-67.249,2.7277,-177.03,2.4832,0.75294,0.81961,1
-166.28,6.6522,-63.889,1.9448,0.75294,0.81961,1
-386.08,15.15,289.99,0.44985,1,0.84314,0.68235
-6.9775,0.27032,4.9388,10.099,1,0.73333,0.48235
-26.401,0.99716,-68.33,3.2257,0.98431,0.97255,1
-33.114,1.161,36.914,5.4925,1,0.84314,0.68235
-75.351,2.4658,21.399,3.4793,1,0.95686,0.9098
-130.46,4.1419,-148.39,1.7908,0.98431,0.97255,1
-7.2383,0.22335,5.6037,6.6113,1,0.95686,0.9098
-146.05,4.3464,44.252,2.6812,0.98431,0.97255,1
-92.916,2.6834,-27.698,2.6863,0.98431,0.97255,1
-30.851,0.85876,36.264,7.8511,0.39216,0.39216,0.39216
-151.63,4.1076,100.84,0.69786,0.98431,0.97255,1
-211.85,5.6462,41.654,1.8479,1,0.84314,0.68235
-466.17,12.085,-151.09,0.50815,0.75294,0.81961,1
-36.766,0.89303,-28.475,3.1222,0.98431,0.97255,1
-34.359,0.81131,12.122,5.6219,1,0.95686,0.9098
-189.93,4.3165,-117.19,1.5064,1,0.95686,0.9098
-25.154,0.55375,13.797,8.201,1,0.73333,0.48235
-228.1,4.5253,55.266,1.857,0.98431,0.97255,1
-234.59,4.573,-101.78,0.89088,1,0.84314,0.68235
-18.329,0.33502,-14.468,10.168,0.39216,0.39216,0.39216
-100.34,1.7449,40.51,2.8684,0.98431,0.97255,1
-204.13,3.336,112.51,0.45229,1,0.84314,0.68235
-204.08,3.164,51.595,0.12347,1,0.84314,0.68235
-534.58,7.7505,-192.35,0.10756,1,0.84314,0.68235
-216.9,3.0234,20.294,0.89906,1,0.84314,0.68235
-52.842,0.70632,-12.936,2.8617,1,0.95686,0.9098
-82.892,1.0548,-106.49,0.86909,1,0.95686,0.9098
-38.101,0.45549,-4.6631,6.609,1,0.84314,0.68235
-38.789,0.44979,-45.195,2.8053,0.98431,0.97255,1
-96.143,1.0445,-76.47,1.8131,0.75294,0.81961,1
-232.99,2.2855,28.505,0.47705,1,0.84314,0.68235
-130.92,1.2267,-42.798,2.8347,0.98431,0.97255,1
-54.159,0.44553,-4.1395,3.2553,0.98431,0.97255,1
-238.72,1.7608,95.366,1.1597,1,0.84314,0.68235
-35.562,0.23777,-15.564,6.5247,1,0.84314,0.68235
-187.14,1.1549,-177.21,0.82416,0.98431,0.97255,1
-119.18,0.6327,-31.634,2.5351,0.98431,0.97255,1
-82.98,0.34887,-289.55,0.33569,1,0.84314,0.68235
-78.466,0.26096,-152.53,2.2183,0.98431,0.97255,1
-58.914,0.14311,82.807,3.415,0.98431,0.97255,1
-295.77,0.4415,248.18,0.4665,1,0.84314,0.68235
-110.23,0.051941,-300.96,1.2708,0.66667,0.74902,1
-59.081,-0.015132,-62.88,3.7004,1,0.95686,0.9098
-48.605,-0.03339,-75.182,3.7803,0.98431,0.97255,1
-91.83,-0.17738,107.84,2.944,1,0.95686,0.9098
-188.71,-0.52171,62.538,1.3478,1,0.84314,0.68235
-43.676,-0.15623,-49.2,4.0292,0.98431,0.97255,1
-112.77,-0.46687,-264.3,1.4179,1,0.84314,0.68235
-83.934,-0.42785,5.3284,3.1559,0.98431,0.97255,1
-43.622,-0.30885,93.291,2.1761,0.75294,0.81961,1
-76.868,-0.58451,-202.34,0.27321,1,0.84314,0.68235
-151.65,-1.8218,-28.518,2.5879,0.98431,0.97255,1
-28.952,-0.41056,31.98,6.8756,1,0.84314,0.68235
-109.71,-1.6394,-67.264,2.6021,1,0.84314,0.68235
-98.445,-1.5622,-139.02,2.4932,1,0.84314,0.68235
-37.166,-0.61973,-11.036,7.8173,1,0.84314,0.68235
-230.24,-4.2404,225.9,0.96681,1,0.84314,0.68235
-222.5,-4.5981,-31.184,1.4418,0.75294,0.81961,1
-83.708,-1.7763,-264.86,0.89151,0.66667,0.74902,1
-77.968,-1.7109,-305.67,0.2153,1,0.84314,0.68235
-39.988,-0.90607,8.6191,8.0605,1,0.84314,0.68235
-53.82,-1.2645,-105.55,1.3217,0.75294,0.81961,1
-121.54,-2.9431,312.77,0.071081,1,0.73333,0.48235
-121.58,-3.0366,143.32,2.5196,0.75294,0.81961,1
-155.02,-4.0169,186.72,1.6945,1,0.84314,0.68235
-90.619,-2.3881,-68.525,3.6324,1,0.95686,0.9098
-92.939,-2.5152,-138.66,1.9371,1,0.84314,0.68235
-348.4,-9.665,-173,0.64967,1,0.84314,0.68235
-48.778,-1.4351,76.897,2.473,0.98431,0.97255,1
-244.69,-7.3995,270.69,0.53875,1,0.84314,0.68235
-20.695,-0.64078,-104,2.3526,0.75294,0.81961,1
-78.676,-2.4955,14.634,3.8828,1,0.95686,0.9098
-142.13,-4.6823,11.225,1.6786,1,0.84314,0.68235
-83.375,-2.9154,39.573,3.6731,0.98431,0.97255,1
-26.302,-0.93737,38.244,5.1162,0.98431,0.97255,1
-251.09,-9.1474,313.3,0.631,1,0.84314,0.68235
-67.527,-2.5794,-172.78,1.5879,0.75294,0.81961,1
-18.55,-0.73939,-93.597,1.9518,0.75294,0.81961,1
-34.4,-1.403,46.349,3.7027,0.98431,0.97255,1
-26.782,-1.1076,-5.6276,4.6221,1,0.95686,0.9098
-48.751,-2.0689,124.28,3.2724,0.98431,0.97255,1
-77.862,-3.3887,-18.618,3.8111,1,0.95686,0.9098
-24.708,-1.0907,-28.633,5.2705,1,0.95686,0.9098
-45.335,-2.0316,63.593,4.126,1,0.95686,0.9098
-223.88,-10.229,124.58,0.43532,1,0.95686,0.9098
-297.73,-13.894,-49.353,0.65914,1,0.84314,0.68235
-228.86,-10.908,148.84,1.5074,1,0.84314,0.68235
-256.51,-12.363,86.551,0.86513,1,0.84314,0.68235
-64.674,-3.1523,52.678,3.4223,0.98431,0.97255,1
-58.088,-2.8818,-37.241,4.3338,1,0.95686,0.9098
-252.1,-12.638,-385.55,0.2723,1,0.84314,0.68235
-296.52,-15.037,-120.73,0.66077,1,0.73333,0.48235
-37.688,-1.9634,64.575,4.5407,1,0.95686,0.9098
-257.98,-13.508,42.337,1.1703,1,0.84314,0.68235
-51.18,-2.709,-190.46,1.995,1,0.84314,0.68235
-8.8845,-0.47898,12.467,8.7842,1,0.73333,0.48235
-69.393,-3.7655,-120.7,1.1006,0.75294,0.81961,1
-79.057,-4.3498,-104.23,1.7955,0.75294,0.81961,1
-156.25,-8.7529,-293.06,0.83283,1,0.95686,0.9098
-58.256,-3.4031,-89.493,3.4164,0.98431,0.97255,1
-30.816,-1.8598,-107.38,3.6991,0.98431,0.97255,1
-21.423,-1.3048,-106.2,1.166,1,0.84314,0.68235
-173.78,-10.698,-217.43,1.2655,0.66667,0.74902,1
-173.49,-10.789,114.84,1.4462,1,0.95686,0.9098
-107.38,-6.8634,-17.022,2.7742,0.75294,0.81961,1
-313.58,-20.367,-57.676,1.3077,1,0.84314,0.68235
-43.915,-2.883,25.554,4.7368,0.98431,0.97255,1
-101.03,-6.7061,-117.09,2.6512,0.98431,0.97255,1
-1.8642,-0.125,46.517,2.9302,0.98431,0.97255,1
-42.68,-2.8857,-82.312,4.0031,0.98431,0.97255,1
-37.538,-2.5616,-42.403,5.1725,1,0.95686,0.9098
-131.37,-9.1166,-14.213,1.8597,1,0.95686,0.9098
-65.759,-4.6058,-43.177,4.4273,1,0.95686,0.9098
-360.32,-25.621,-28.124,0.32455,1,0.84314,0.68235
-78.489,-5.6616,51.225,0.12675,1,0.84314,0.68235
-2.4564,-0.18063,39.543,3.3404,0.98431,0.97255,1
-42.231,-3.1579,-93.761,0.99833,0.75294,0.81961,1
-28.285,-2.1489,-56.222,4.9743,1,0.95686,0.9098
-27.665,-2.1209,-31.835,3.6819,1,0.95686,0.9098
-318.77,-24.869,-62.207,1.1257,0.75294,0.81961,1
-249.76,-19.612,6.8901,0.56486,0.75294,0.81961,1
-77.755,-6.1719,-5.3916,2.6144,0.98431,0.97255,1
