X,Y,Z,S,R,G,B
-148.57,-21.606,-2.0724,2.7874,0.75294,0.81961,1
-32.36,-4.7293,-37.756,1.8773,0.75294,0.81961,1
-320.6,-47.019,110.86,0.83691,1,0.84314,0.68235
-77.423,-11.466,-17.76,2.6976,0.98431,0.97255,1
-127.3,-18.957,65.722,2.1205,0.98431,0.97255,1
-136.21,-20.353,-68.562,1.3346,0.75294,0.81961,1
-114.61,-17.195,76.544,0.90666,1,0.84314,0.68235
-151.06,-22.806,-235.72,0.27725,0.75294,0.81961,1
-80.959,-12.278,-109.58,0.069587,1,0.84314,0.68235
-408.11,-62.079,-110.54,0.14608,1,0.84314,0.68235
-81.538,-12.61,94.11,3.1027,0.98431,0.97255,1
-65.387,-10.276,62.438,3.165,0.98431,0.97255,1
-197.74,-31.389,-43.632,2.1721,1,0.84314,0.68235
-122.79,-19.614,-200.41,1.0768,1,0.95686,0.9098
-112.22,-17.97,59.339,1.5905,0.75294,0.81961,1
-32.451,-5.21,-43.321,4.9429,1,0.95686,0.9098
-48.293,-7.7923,-54.824,4.0793,0.98431,0.97255,1
-121.86,-19.684,137.58,2.646,1,0.95686,0.9098
-105.1,-17.052,-60.378,3.1711,0.98431,0.97255,1
-111.46,-18.147,-167.51,1.363,0.75294,0.81961,1
-26.993,-4.4073,-184.55,2.1958,1,0.84314,0.68235
-23.367,-3.8257,31.164,3.547,0.98431,0.97255,1
-49.166,-8.1505,-88.331,3.5194,1,0.95686,0.9098
-87.317,-14.534,-6.1382,2.0196,0.75294,0.81961,1
-183.05,-30.624,-74.534,2.4149,0.98431,0.97255,1
-186.81,-31.361,168.93,0.71748,1,0.84314,0.68235
-142.57,-24.13,-138.75,1.6005,0.75294,0.81961,1
-105.45,-18.003,-178.77,0.10621,0.66667,0.74902,1
-34.487,-5.9124,86.098,3.3691,0.98431,0.97255,1
-95.865,-16.501,50.341,1.7624,0.75294,0.81961,1
-418.81,-72.473,367.37,0.2321,0.75294,0.81961,1
-124.13,-21.545,51.363,1.1714,1,0.95686,0.9098
-94.466,-16.542,-109.5,1.4948,0.66667,0.74902,1
-98.065,-17.33,29.431,3.0381,0.98431,0.97255,1
-161.92,-28.911,-77.49,2.3218,0.98431,0.97255,1
-130.08,-23.313,218.96,0.90088,1,0.84314,0.68235
-145.83,-26.213,-161.67,1.8748,0.66667,0.74902,1
-117.81,-21.242,-107.71,2.6555,0.75294,0.81961,1
-42.924,-7.7593,163.78,1.9043,1,0.84314,0.68235
-111.79,-20.343,-106.54,2.5477,0.98431,0.97255,1
-104.36,-19.064,-143.25,1.5548,0.75294,0.81961,1
-68.81,-12.613,-85.848,3.7284,0.98431,0.97255,1
-219.42,-40.342,-202.37,1.4757,0.98431,0.97255,1
-260.78,-48.082,142.85,0.36569,1,0.84314,0.68235
-25.124,-4.6478,-234.46,1.6068,1,0.84314,0.68235
-191.6,-35.605,321.48,0.24441,0.75294,0.81961,1
-234.2,-43.639,225.26,1.0615,1,0.84314,0.68235
-67.951,-12.746,-122.26,2.9724,0.98431,0.97255,1
-41.804,-7.8729,53.982,3.1343,0.98431,0.97255,1
-170.96,-32.302,38.756,2.3448,1,0.84314,0.68235
-19.886,-3.7989,33.017,4.7098,1,0.95686,0.9098
-49.775,-9.536,-31.083,3.8791,0.98431,0.97255,1
-209.63,-40.348,-86.707,0.52745,0.66667,0.74902,1
-122.63,-23.658,86.998,2.8178,0.75294,0.81961,1
-41.591,-8.0732,-19.557,5.5451,1,0.84314,0.68235
-71.093,-13.865,-53.57,3.1866,0.98431,0.97255,1
-130.78,-25.648,-255.52,1.3616,0.66667,0.74902,1
-232.88,-45.889,166.36,0.1291,1,0.84314,0.68235
-152.33,-30.124,118.47,2.4863,1,0.95686,0.9098
-300.03,-59.465,85.013,0.62155,1,0.84314,0.68235
-246.03,-49.003,-74.809,0.98032,0.98431,0.97255,1
-169.41,-33.884,19.946,0.69834,1,0.95686,0.9098
-47.097,-9.4516,5.3453,5.7188,1,0.84314,0.68235
-312.52,-63.066,-385.17,0.11515,1,0.84314,0.68235
-64.405,-13.061,84.236,2.8164,0.98431,0.97255,1
-247.45,-50.287,-128.42,0.38887,1,0.84314,0.68235
-357.91,-73.167,-68.88,0.50876,1,0.84314,0.68235
-176.21,-36.184,45.415,2.5079,1,0.95686,0.9098
-279.65,-57.629,-452.15,0.24921,0.66667,0.74902,1
-67.592,-14.049,-29.067,3.0374,0.75294,0.81961,1
-279.13,-58.264,-206.57,0.26659,1,0.84314,0.68235
-214.8,-44.925,50.695,1.4769,0.75294,0.81961,1
-328.16,-68.741,-49.962,0.52911,1,0.84314,0.68235
-92.561,-19.456,-31.844,2.0343,0.75294,0.81961,1
-58.552,-12.358,8.3603,3.654,0.98431,0.97255,1
-30.945,-6.5484,29.118,4.693,0.98431,0.97255,1
-114.26,-24.278,-60.936,2.3512,0.98431,0.97255,1
-140.06,-29.833,-215.89,1.3329,1,0.84314,0.68235
-234.72,-50.606,-287.43,0.22256,1,0.84314,0.68235
-363.36,-79.079,147.37,0.4297,1,0.84314,0.68235
-127.76,-28.023,-45.551,1.5327,1,0.84314,0.68235
-31.875,-7.0176,-248.49,1.9649,1,0.84314,0.68235
-34.577,-7.627,-174.38,1.4187,1,0.84314,0.68235
-33.058,-7.3295,-7.4669,4.7,1,0.95686,0.9098
-29.898,-6.6504,2.1292,8.2141,1,0.84314,0.68235
-174.49,-38.99,-50.797,2.5939,0.98431,0.97255,1
-113.2,-25.39,-262.9,0.4179,0.66667,0.74902,1
-383.38,-86.197,375.45,0.23409,1,0.84314,0.68235
-133.25,-30.027,148.84,1.573,0.75294,0.81961,1
-45.144,-10.261,-42.687,3.8043,0.75294,0.81961,1
-56.712,-13.08,-4.5309,3.5888,0.98431,0.97255,1
-176.37,-40.828,87.806,2.4718,0.98431,0.97255,1
-136.87,-31.836,-207.52,1.6549,1,0.95686,0.9098
-36.263,-8.4544,56.766,2.131,0.75294,0.81961,1
-111.64,-26.308,159.98,0.049319,1,0.84314,0.68235
-65.194,-15.414,102.8,3.3358,0.98431,0.97255,1
-92.048,-21.82,31.487,0.5465,1,0.84314,0.68235
-65.627,-15.693,74.755,1.3847,1,0.95686,0.9098
-80.753,-19.343,16.93,3.9794,1,0.84314,0.68235
-92.298,-22.206,108.4,0.7468,1,0.95686,0.9098
-57.561,-13.898,101.34,2.8922,0.75294,0.81961,1
-88.931,-21.508,-81.077,2.8538,1,0.95686,0.9098
-41.516,-10.077,-104.33,3.0796,0.98431,0.97255,1
-14.517,-3.5346,6.2399,9.2635,0.39216,0.39216,0.39216
-31.001,-7.5719,-211.74,1.7866,0.75294,0.81961,1
-91.24,-22.529,20.327,3.4852,0.98431,0.97255,1
-186.26,-46.167,-206.22,0.53114,0.75294,0.81961,1
-122.53,-30.5,-162.46,1.3632,1,0.84314,0.68235
-240.85,-60.054,-52.92,1.6175,0.98431,0.97255,1
-137.78,-34.431,-61.587,1.5012,0.75294,0.81961,1
-97.967,-24.533,82.725,2.3611,1,0.84314,0.68235
-114.37,-28.746,-34.439,0.60312,0.98431,0.97255,1
-232.88,-58.693,10.334,1.1055,0.75294,0.81961,1
-114.87,-29.08,172.94,1.2726,1,0.84314,0.68235
-19.944,-5.0596,-119.75,2.627,0.75294,0.81961,1
-27.023,-6.891,-31.878,5.0355,1,0.95686,0.9098
-160.36,-41.047,225.97,1.0133,1,0.84314,0.68235
-141.08,-36.471,184.75,2.0219,1,0.84314,0.68235
-122.1,-31.631,-203.96,2.0407,0.98431,0.97255,1
-264.63,-68.699,57.243,1.3494,1,0.84314,0.68235
-19.588,-5.0995,67.867,4.0892,0.98431,0.97255,1
-127.7,-33.307,49.19,0.70629,1,0.95686,0.9098
-194.48,-51.177,140.12,1.5633,1,0.73333,0.48235
-83.738,-22.089,-105.9,2.4296,0.75294,0.81961,1
-115.63,-30.557,23.056,1.1417,0.75294,0.81961,1
-104.55,-27.769,-132.36,1.6358,0.98431,0.97255,1
-283.18,-75.427,-298.64,0.49199,1,0.84314,0.68235
-61.403,-16.411,33.484,1.5182,0.98431,0.97255,1
-53.873,-14.481,-40.711,2.6138,0.98431,0.97255,1
-128.42,-34.578,-21.81,1.752,0.75294,0.81961,1
-172.02,-46.545,-68.291,1.4067,1,0.84314,0.68235
-4.7856,-1.3003,64.703,3.259,0.98431,0.97255,1
-159.84,-43.558,18.202,1.0108,0.75294,0.81961,1
-88.093,-24.071,43.403,3.146,0.98431,0.97255,1
-72.217,-19.782,-82.426,0.22638,1,0.84314,0.68235
-131.37,-36.341,-44.792,1.6362,0.75294,0.81961,1
-262.6,-72.763,124.04,1.4887,0.98431,0.97255,1
-31.831,-8.8494,31.49,2.2632,0.98431,0.97255,1
-114.95,-32.028,43.668,3.1599,0.75294,0.81961,1
-58.514,-16.34,-18.308,4.7878,1,0.95686,0.9098
-115.12,-32.245,9.2543,3.1458,0.98431,0.97255,1
-199.24,-55.895,-27.611,1.7217,0.98431,0.97255,1
-14.062,-3.9576,13.305,6.7412,1,0.84314,0.68235
-26.916,-7.5946,-14.68,7.5026,1,0.84314,0.68235
-103.94,-29.436,279.23,0.79873,0.98431,0.97255,1
-72.952,-20.717,3.7705,3.9279,0.98431,0.97255,1
-52.183,-14.87,-4.7323,5.1394,1,0.95686,0.9098
-57.703,-16.495,60.344,2.8702,0.39216,0.39216,0.39216
-54.141,-15.505,-4.8878,4.8186,1,0.84314,0.68235
-40.491,-11.628,302.89,0.69274,1,0.95686,0.9098
-77.874,-22.427,31.736,4.2916,1,0.95686,0.9098
-47.768,-13.777,71.805,3.074,0.98431,0.97255,1
-175.2,-50.669,-64.424,2.2875,1,0.95686,0.9098
-107.33,-31.092,-197.31,1.6022,0.98431,0.97255,1
-79.112,-22.972,-65.706,3.1963,0.98431,0.97255,1
-111.49,-32.545,-224.95,1.863,0.98431,0.97255,1
-91.152,-26.669,170.23,0.58059,1,0.95686,0.9098
-238.89,-70.163,-171.12,0.99914,1,0.95686,0.9098
-76.907,-22.72,6.4388,3.4624,0.98431,0.97255,1
-72.704,-21.519,167.83,2.654,1,0.95686,0.9098
-155.06,-46.04,-328.65,0.19081,0.66667,0.74902,1
-64.533,-19.209,-24.899,1.9298,1,0.95686,0.9098
-36.215,-10.819,227.83,1.9624,0.75294,0.81961,1
-135.62,-40.816,29.752,2.8674,0.98431,0.97255,1
-330.84,-99.871,133.21,0.97682,0.98431,0.97255,1
-142.57,-43.406,0.48189,1.9636,0.75294,0.81961,1
-156.98,-47.95,101.62,0.36165,1,0.84314,0.68235
-197.29,-60.544,-117.61,1.5114,0.75294,0.81961,1
-52.948,-16.275,-108.15,0.677,0.75294,0.81961,1
-49.026,-15.175,50.417,3.4851,0.98431,0.97255,1
-122.17,-38.302,-1.1567,1.7833,1,0.84314,0.68235
-55.089,-17.4,-44.526,3.5752,0.98431,0.97255,1
-69.922,-22.113,74.897,3.7077,0.98431,0.97255,1
-42.991,-13.645,-193.22,1.4022,0.66667,0.74902,1
-8.0677,-2.5688,26.207,6.6001,1,0.84314,0.68235
-176.18,-56.313,68.491,1.205,1,0.95686,0.9098
-141.47,-45.377,-103.08,1.4236,0.75294,0.81961,1
-45.858,-14.73,-22.436,4.0531,0.98431,0.97255,1
-6.6882,-2.1513,-6.0008,5.0617,1,0.95686,0.9098
-48.528,-15.654,-18.026,4.4847,0.98431,0.97255,1
-125.9,-40.705,35.459,2.1766,0.75294,0.81961,1
-33.795,-10.957,15.61,3.9956,0.98431,0.97255,1
-51.732,-16.805,99.773,1.3124,0.98431,0.97255,1
-59.734,-19.473,100.29,3.1943,0.98431,0.97255,1
-190.11,-62.133,-134.39,0.95024,1,0.84314,0.68235
-30.979,-10.152,133.05,3.1766,0.98431,0.97255,1
-38.286,-12.58,3.5173,8.3652,0.39216,0.39216,0.39216
-122.1,-40.201,66.466,1.6774,1,0.95686,0.9098
-90.713,-29.988,-242.99,1.136,0.98431,0.97255,1
-52.122,-17.302,-23.414,3.5301,1,0.95686,0.9098
-129.51,-43.109,75.039,1.0877,0.75294,0.81961,1
-336.13,-112.83,74.566,0.76455,1,0.84314,0.68235
-57.017,-19.176,17.526,2.0652,0.75294,0.81961,1
-69.75,-23.768,68.046,3.3235,0.98431,0.97255,1
-81.298,-27.78,119.35,0.90254,1,0.84314,0.68235
-135.02,-46.287,-6.0283,2.0755,1,0.95686,0.9098
-127.74,-43.918,-69.652,0.57113,1,0.95686,0.9098
-63.638,-21.911,-177.03,2.4832,0.75294,0.81961,1
-221.08,-76.241,26.004,1.2119,1,0.84314,0.68235
-44.087,-15.232,178.51,1.69,0.98431,0.97255,1
-173.6,-60.114,77.012,2.4235,1,0.84314,0.68235
-95.683,-33.174,64.465,3.2732,0.98431,0.97255,1
-24.954,-8.6789,-68.33,3.2257,0.98431,0.97255,1
-123.87,-43.206,-112.79,1.5596,0.98431,0.97255,1
-119.78,-41.879,-107.64,1.4944,1,0.84314,0.68235
-62.588,-22.22,-124.88,3.0571,0.98431,0.97255,1
-93.823,-33.364,27.497,1.7594,0.75294,0.81961,1
-29.69,-10.577,-37.954,5.9343,1,0.84314,0.68235
-6.8213,-2.4317,5.6037,6.6113,1,0.95686,0.9098
-26.717,-9.5474,9.7304,9.3148,1,0.73333,0.48235
-294.87,-105.72,-429.89,0.21079,0.75294,0.81961,1
-58.221,-20.921,-43.426,1.7778,0.75294,0.81961,1
-189.27,-68.208,-234.06,0.87273,0.75294,0.81961,1
-142.67,-51.537,100.84,0.69786,0.98431,0.97255,1
-101.24,-36.613,39.9,3.3401,1,0.95686,0.9098
-35.297,-12.794,21.288,7.7446,1,0.84314,0.68235
-75.907,-27.557,17.249,3.3857,1,0.84314,0.68235
-223.5,-81.286,-30.819,1.7307,0.75294,0.81961,1
-34.55,-12.603,-28.475,3.1222,0.98431,0.97255,1
-96.069,-35.111,25.79,2.704,0.98431,0.97255,1
-76.492,-28.02,-39.23,0.47878,1,0.95686,0.9098
-131.09,-48.456,207.28,1.2003,1,0.84314,0.68235
-137.1,-50.749,-253.23,0.92013,1,0.84314,0.68235
-164.57,-60.983,-234.94,0.32377,1,0.84314,0.68235
-120.46,-44.768,-69.709,0.10528,1,0.84314,0.68235
-17.18,-6.3984,-14.468,10.168,0.39216,0.39216,0.39216
-85.941,-32.091,-193.49,1.1666,1,0.95686,0.9098
-36.488,-13.656,-2.8329,8.2512,0.39216,0.39216,0.39216
-45.787,-17.189,24.576,3.0987,0.98431,0.97255,1
-500.22,-188.71,-192.35,0.10756,1,0.84314,0.68235
-55.943,-21.131,-11.326,3.4882,0.98431,0.97255,1
-46.544,-17.645,-4.1648,3.2373,0.98431,0.97255,1
-35.612,-13.551,-4.6631,6.609,1,0.84314,0.68235
-63.843,-24.311,-28.35,3.1349,0.98431,0.97255,1
-240.13,-91.625,-292.13,0.68967,1,0.95686,0.9098
-182.73,-69.861,106.46,1.2812,0.98431,0.97255,1
-53.007,-20.317,-8.5334,2.7852,1,0.95686,0.9098
-122.23,-46.916,-42.798,2.8347,0.98431,0.97255,1
-39.2,-15.078,144.39,2.9141,0.98431,0.97255,1
-42.189,-16.243,-27.867,3.4643,0.98431,0.97255,1
-122.74,-47.364,1.9963,1.7841,1,0.84314,0.68235
-33.163,-12.844,-15.564,6.5247,1,0.84314,0.68235
-186.03,-72.125,-40.868,2.1054,0.98431,0.97255,1
-126.81,-49.27,190.63,1.3421,1,0.84314,0.68235
-100.09,-39.095,-174.98,1.1676,1,0.84314,0.68235
-73.063,-28.613,-152.53,2.2183,0.98431,0.97255,1
-128.03,-50.268,-257.06,1.2465,1,0.84314,0.68235
-45.647,-18.022,267.27,0.54924,0.98431,0.97255,1
-39.903,-15.781,-48.906,4.6534,1,0.84314,0.68235
-54.926,-21.765,-62.88,3.7004,1,0.95686,0.9098
-80.911,-32.103,-25.926,3.4789,0.98431,0.97255,1
-119.06,-47.304,38.204,2.9295,1,0.95686,0.9098
-71.62,-28.487,-105.79,2.8655,0.98431,0.97255,1
-39.641,-15.798,-3.3948,5.0724,1,0.95686,0.9098
-175.25,-70.013,62.538,1.3478,1,0.84314,0.68235
-194.84,-78.029,-246.34,0.30979,1,0.84314,0.68235
-71.964,-28.99,45.953,3.0647,0.98431,0.97255,1
-163.31,-66.08,173.87,1.6219,0.75294,0.81961,1
-46.226,-18.743,41.246,4.5646,1,0.95686,0.9098
-27.937,-11.354,-100.51,1.7655,0.75294,0.81961,1
-133.12,-54.387,-75.33,2.8379,1,0.95686,0.9098
-44.658,-18.356,-9.1351,5.0728,1,0.95686,0.9098
-209.22,-86.163,-243.26,0.64283,1,0.84314,0.68235
-144.85,-59.768,-141.93,1.5743,1,0.84314,0.68235
-167.94,-69.545,196.09,1.3244,1,0.84314,0.68235
-257.68,-107.22,-176.15,0.14721,1,0.84314,0.68235
-34.299,-14.327,-11.036,7.8173,1,0.84314,0.68235
-94.387,-39.671,40.246,0.68282,0.98431,0.97255,1
-249.04,-104.96,198.92,1.1311,1,0.84314,0.68235
-138.86,-58.716,9.4144,1.2443,1,0.84314,0.68235
-12.532,-5.319,57.873,3.4391,0.98431,0.97255,1
-36.804,-15.663,8.6191,8.0605,1,0.84314,0.68235
-92.545,-39.464,-115.77,1.3012,1,0.95686,0.9098
-59.13,-25.37,-79.467,3.8417,1,0.95686,0.9098
-142.46,-61.243,186.72,1.6945,1,0.84314,0.68235
-48.645,-20.936,-73.586,2.2429,1,0.84314,0.68235
-177.42,-76.439,35.743,2.3336,0.98431,0.97255,1
-157.26,-67.912,-198.86,1.4346,1,0.84314,0.68235
-44.756,-19.449,76.897,2.473,0.98431,0.97255,1
-283.01,-123.24,-171.99,0.75893,1,0.95686,0.9098
-65.639,-28.631,-31.534,2.4627,0.98431,0.97255,1
-48.919,-21.41,-111.65,3.1971,0.98431,0.97255,1
-325.42,-142.89,113.64,1.0207,1,0.84314,0.68235
-194.22,-85.384,-117.9,0.99449,0.75294,0.81961,1
-34.246,-15.102,12.85,6.173,1,0.84314,0.68235
-118.25,-52.271,-78.118,2.1143,0.75294,0.81961,1
-24.065,-10.657,38.244,5.1162,0.98431,0.97255,1
-115.82,-51.401,-87.661,0.81122,1,0.84314,0.68235
-185.21,-82.542,-156.94,1.9053,1,0.84314,0.68235
-117.69,-52.621,149.28,0.94504,1,0.84314,0.68235
-16.939,-7.5971,-93.597,1.9518,0.75294,0.81961,1
-104.01,-46.741,22.768,3.1825,0.98431,0.97255,1
-59.684,-26.937,12.979,4.5076,1,0.95686,0.9098
-70.979,-32.184,-18.618,3.8111,1,0.95686,0.9098
-64.5,-29.295,-22.387,2.2752,0.98431,0.97255,1
-141.73,-64.474,-173.47,2.0523,0.98431,0.97255,1
-85.629,-39.018,-66.467,2.9226,0.98431,0.97255,1
-228.47,-104.28,-116.89,0.26754,0.75294,0.81961,1
-271.02,-124.04,-49.353,0.65914,1,0.84314,0.68235
-162.02,-74.331,-95.054,0.80303,1,0.84314,0.68235
-38.773,-17.837,-77.882,1.3377,0.98431,0.97255,1
-52.804,-24.378,-37.241,4.3338,1,0.95686,0.9098
-14.34,-6.6293,21.29,5.8429,1,0.84314,0.68235
-87.78,-40.686,6.8603,1.9963,0.75294,0.81961,1
-90.939,-42.208,-56.486,3.4651,0.98431,0.97255,1
-34.22,-15.913,64.575,4.5407,1,0.95686,0.9098
-63.709,-29.672,-83.228,3.2442,1,0.84314,0.68235
-6.5435,-3.0534,32.887,2.5038,0.75294,0.81961,1
-62.943,-29.456,-120.7,1.1006,0.75294,0.81961,1
-120.93,-56.651,159.91,2.1362,1,0.84314,0.68235
-125.66,-59.06,177.33,0.51691,1,0.84314,0.68235
-82.247,-38.796,160.14,2.244,0.75294,0.81961,1
-111.56,-52.822,-19.726,3.2154,1,0.84314,0.68235
-170.53,-80.908,-215.58,1.5241,1,0.84314,0.68235
-210.14,-100.14,-66.644,1.4298,1,0.95686,0.9098
-19.372,-9.2413,-106.2,1.166,1,0.84314,0.68235
-40.97,-19.574,3.9691,5.4162,1,0.84314,0.68235
-209.83,-100.52,-80.816,1.3326,1,0.84314,0.68235
-96.954,-46.653,-17.022,2.7742,0.75294,0.81961,1
-260.03,-125.49,157.62,1.0944,1,0.95686,0.9098
-94.207,-45.538,-76.641,2.0453,0.75294,0.81961,1
-204.33,-99.065,17.974,1.1523,1,0.84314,0.68235
-1.6807,-0.81599,46.517,2.9302,0.98431,0.97255,1
-139.33,-67.731,203.49,0.57088,1,0.84314,0.68235
-104.48,-50.857,-12.079,3.1024,0.98431,0.97255,1
-51.402,-25.08,-352.53,0.14579,0.66667,0.74902,1
-59.205,-28.988,-43.177,4.4273,1,0.95686,0.9098
-67.281,-32.981,4.6617,3.6625,0.98431,0.97255,1
-218.18,-107.05,-288.68,0.97623,1,0.95686,0.9098
-62.515,-30.729,30.935,0.51967,1,0.84314,0.68235
-300.37,-148.14,-59.374,0.76174,1,0.84314,0.68235
-2.2079,-1.0917,39.543,3.3404,0.98431,0.97255,1
-28.348,-14.089,26.401,6.3145,1,0.95686,0.9098
-203.03,-101.18,219.21,0.6253,1,0.84314,0.68235
-8.5021,-4.2423,-95.037,3.5897,0.98431,0.97255,1
-24.479,-12.251,28.97,8.6175,1,0.73333,0.48235
-220.41,-110.45,-75.15,0.83416,1,0.84314,0.68235
-58.265,-29.232,-134.76,2.4139,0.98431,0.97255,1
-278.78,-140.36,281.29,0.60288,1,0.84314,0.68235
-89.309,-45.02,-8.8051,3.6413,0.98431,0.97255,1
-29.967,-15.123,-30.68,5.4711,1,0.95686,0.9098
-28.746,-14.526,-31.26,5.1496,1,0.95686,0.9098
-119,-60.214,27.852,3.2085,1,0.95686,0.9098
-20.235,-10.254,85.62,0.73347,0.75294,0.81961,1
-109.81,-55.823,-82.297,2.1665,0.98431,0.97255,1
-45.599,-23.217,-2.9681,4.4613,1,0.95686,0.9098
-218.43,-111.83,-201.4,0.57155,0.75294,0.81961,1
-109.66,-56.258,135.93,2.032,0.75294,0.81961,1
-390.56,-200.55,-153.53,0.37219,1,0.84314,0.68235
-55.509,-28.563,17.565,3.9804,0.98431,0.97255,1
-101.07,-52.082,88.518,0.9368,1,0.84314,0.68235
-38.233,-19.727,21.562,2.1082,1,0.84314,0.68235
-200.61,-104.27,69.079,2.1217,1,0.84314,0.68235
-72.307,-37.672,-16.552,3.9995,0.98431,0.97255,1
-73.354,-38.242,-92.053,3.4371,0.98431,0.97255,1
-21.979,-11.482,-141.52,1.863,0.75294,0.81961,1
-168.46,-88.365,-239.44,1.3027,1,0.84314,0.68235
-67.623,-35.547,-119.04,3.1271,0.98431,0.97255,1
-175.26,-92.272,129.07,0.6117,1,0.84314,0.68235
-145.46,-76.695,-117.35,0.49303,1,0.95686,0.9098
-31.507,-16.633,-120.31,1.2773,0.75294,0.81961,1
-24.137,-12.759,12.83,8.9524,1,0.73333,0.48235
-143.57,-76.065,182.7,0.46862,0.75294,0.81961,1
-98.819,-52.432,164.83,1.6035,0.98431,0.97255,1
-106.88,-56.791,-296.78,0.61077,0.66667,0.74902,1
-136.56,-72.627,-184.77,1.9802,0.98431,0.97255,1
-6.9637,-3.7096,16.199,10.351,1,0.73333,0.48235
-114.55,-61.181,-99.611,1.0902,0.98431,0.97255,1
-53.941,-28.885,-6.5595,3.2343,0.98431,0.97255,1
-36.143,-19.382,-69.741,3.8401,1,0.95686,0.9098
-72,-38.686,-65.979,0.68318,0.66667,0.74902,1
-468.46,-252.01,78.019,0.17756,0.98431,0.97255,1
-314.17,-169.57,298.12,0.65219,1,0.84314,0.68235
-13.228,-7.1499,-73.039,4.4471,1,0.95686,0.9098
-52.941,-28.65,-28.34,3.9448,0.98431,0.97255,1
-62.334,-33.87,-25.921,4.2694,1,0.95686,0.9098
-96.449,-52.478,-176.54,0.52073,1,0.95686,0.9098
-65.469,-35.661,234.75,1.4526,1,0.84314,0.68235
-155.77,-84.961,-135.44,2.1164,1,0.95686,0.9098
-34.12,-18.634,-35.642,2.4892,1,0.95686,0.9098
-183.63,-100.6,-214.01,1.3587,0.75294,0.81961,1
-183.92,-100.86,17.979,2.2635,0.98431,0.97255,1
-283.79,-155.84,384.31,0.34427,1,0.84314,0.68235
-60.998,-33.579,-5.9227,3.9682,0.98431,0.97255,1
-75.765,-41.769,78.908,3.6173,0.98431,0.97255,1
-109.16,-60.223,-146.42,0.50002,0.75294,0.81961,1
-217.11,-120.14,2.2293,1.3265,1,0.84314,0.68235
-307.85,-170.61,294.18,0.22228,1,0.84314,0.68235
-165.21,-91.683,-46.391,1.8948,0.98431,0.97255,1
-192.15,-106.74,20.401,1.3105,1,0.95686,0.9098
-125.52,-69.992,-156.28,1.6551,1,0.84314,0.68235
-160.78,-89.77,-128.81,2.1418,1,0.84314,0.68235
-82.205,-46.058,11.818,3.5521,0.98431,0.97255,1
-206.99,-116.23,76.376,0.45572,1,0.95686,0.9098
-67.772,-38.179,-36.816,4.036,1,0.95686,0.9098
-81.597,-46.051,-12.448,3.2324,0.98431,0.97255,1
-26.171,-14.784,29.84,4.9855,1,0.84314,0.68235
-48.31,-27.342,-157.15,1.5308,1,0.84314,0.68235
-47.449,-26.879,-42.762,4.2763,0.98431,0.97255,1
-20.595,-11.693,-7.8309,7.2552,1,0.84314,0.68235
-429.1,-243.84,148.71,0.34901,1,0.73333,0.48235
-40.491,-23.044,120.87,2.9381,0.98431,0.97255,1
-174.02,-99.241,129.72,2.0411,1,0.95686,0.9098
-77.561,-44.342,-348.44,0.23022,1,0.84314,0.68235
-29.034,-16.633,-19.978,6.1063,1,0.84314,0.68235
-46.561,-26.802,-32.471,4.5811,0.98431,0.97255,1
-16.048,-9.2567,13.682,10.098,0.39216,0.39216,0.39216
-154.82,-89.442,-111.98,1.1389,1,0.84314,0.68235
-27.344,-15.84,-103.26,1.9131,0.75294,0.81961,1
-54.618,-31.693,26.649,4.5803,1,0.95686,0.9098
-45.597,-26.555,-85.063,3.5878,0.98431,0.97255,1
-108.45,-63.268,-74.483,1.6385,0.75294,0.81961,1
-177.16,-103.63,-73.062,0.61906,1,0.84314,0.68235
-11.434,-6.6962,2.054,9.1031,1,0.73333,0.48235
-179.58,-105.52,101,1.0774,0.75294,0.81961,1
-105.87,-62.266,-10.86,0.7351,1,0.95686,0.9098
-28.334,-16.718,-66.001,1.6213,0.75294,0.81961,1
-46.224,-27.308,197.76,0.8621,1,0.95686,0.9098
-81.521,-48.361,-38.626,2.9595,0.75294,0.81961,1
-63.942,-38.001,53.705,3.9271,1,0.95686,0.9098
-37.72,-22.459,-6.6776,6.8828,0.39216,0.39216,0.39216
-98.236,-58.598,162.12,1.6722,0.98431,0.97255,1
-90.137,-53.902,1.9141,2.9932,1,0.95686,0.9098
-46.496,-27.86,63.022,3.5413,0.98431,0.97255,1
-28.677,-17.206,28.466,6.8368,1,0.84314,0.68235
-15.512,-9.3164,-100.11,3.9428,0.98431,0.97255,1
-40.611,-24.401,-10.79,2.1472,1,0.95686,0.9098
-33.213,-19.975,37.554,3.8194,0.98431,0.97255,1
-92.466,-55.826,-160.91,1.4832,1,0.84314,0.68235
-117.92,-71.363,-8.9639,2.9087,1,0.95686,0.9098
-116.24,-70.637,219.7,1.0086,0.75294,0.81961,1
-41.811,-25.444,-30.437,5.1065,1,0.95686,0.9098
-167.12,-101.91,244.86,0.21895,1,0.84314,0.68235
-53.784,-32.878,8.2351,3.7336,0.98431,0.97255,1
-86.538,-53.001,66.021,3.3649,1,0.95686,0.9098
-95.27,-58.494,-288.71,1.326,0.75294,0.81961,1
-44.646,-27.447,-113.83,3.45,0.98431,0.97255,1
-121.36,-74.72,118.25,0.94197,0.75294,0.81961,1
-155.6,-96.027,134.11,1.9822,0.98431,0.97255,1
-156.56,-96.748,-358.78,0.77226,0.66667,0.74902,1
